lr_pair,ligand_gene_symbol,WT_MEF.x,WT_BMDM.x,log2diff.x,receptor_gene_symbol,WT_MEF.y,WT_BMDM.y,log2diff.y,m1
Wnt3a_Fzd7,Wnt3a,0,0,0,Fzd7,51.8034,10.2256,2.23383826940184,2.23383826940184
Wnt7a_Fzd7,Wnt7a,0,0,0,Fzd7,51.8034,10.2256,2.23383826940184,2.23383826940184
Wnt8b_Fzd7,Wnt8b,0,0,0,Fzd7,51.8034,10.2256,2.23383826940184,2.23383826940184
Ccn2_Itgam,Ctcf,35.49992,41.0102,-0.20284635223128,Itgam,0,4.412807,-2.43637694798108,2.2335305957498
Vegfa_Nrp2,Vegfa,64.4741479,42.49681,0.590015779590852,Nrp2,48.5063956,152.88649,-1.63617975987577,2.22619553946662
Ntf3_Ntrk2,Ntf3,7.776009,0,3.13356500525896,Ntrk2,0.914563,0.0156274,0.914643911608668,2.21892109365029
Fga_Itga2b,Fga,0.140425,0.145325,-0.00618546781518431,Itga2b,4.694157,0.2288549,2.21216769571672,2.2183531635319
Angptl3_Itga5,Angptl3,0,2.9631385,-1.98664338612287,Itga5,195.791418,167.0098,0.228121918898561,2.21476530502143
Lama2_Itgb4,Lama2,9.0254807,0.0675014,3.23136154541258,Itgb4,1.167553402,0.0672375,1.0221862724091,2.20917527300348
Tgfb3_Tgfbr3,Tgfb3,256.844,1.77083,6.54003646515003,Tgfbr3,22.67761353,0.174192144,4.3337832643487,2.20625320080133
Avp_Avpr1a,Avp,0,0,0,Avpr1a,3.95339,0.0744148,2.20486513148162,2.20486513148162
Efna2_Epha7,Efna2,3.19751,0.661841,1.33675140624811,Epha7,10.9655736,0.0290844,3.53945634343564,2.20270493718753
Plau_Plaur,Plau,119.835,738.669,-2.61384141927129,Plaur,103.152203,137.521588,-0.411417476471627,2.20242394279966
Icam1_Itgav,Icam1,22.331091,49.071948,-1.10174881146749,Itgav,80.8256866,37.33793514,1.09378116664574,2.19552997811323
Nppb_Npr1,Nppb,6.68184,0.733265,2.14795966930058,Npr1,0.225178344,0.2661694,-0.0474786634380764,2.19543833273866
Wnt7b_Fzd7,Wnt7b,0.028137757,0,0.0400335797319703,Fzd7,51.8034,10.2256,2.23383826940184,2.19380468966987
Cxcl3_Cxcr2,Cxcl3,3.338464,0.10872,1.96828928963926,Cxcr2,0.337303,0.563081,-0.225066160071274,2.19335544971053
Mfge8_Itgb3,Mfge8,535.23765,69.925389,2.91849845323329,Itgb3,5.4329,2.88614,0.727131386417767,2.19136706681552
L1cam_Itgb3,L1cam,7.661738,22.893419,-1.46388486969395,Itgb3,5.4329,2.88614,0.727131386417767,2.19101625611172
Sftpd_Tlr4,Sftpd,0,0,0,Tlr4,8.651088,42.819476,-2.18280873587917,2.18280873587917
Angpt1_Itga5,Angpt1,4.43908,0.0228744,2.41073363998338,Itga5,195.791418,167.0098,0.228121918898561,2.18261172108482
Mdk_Ptprz1,Mdk,30.7029,6.318154,2.11506313534708,Ptprz1,18.5990858,0,4.29271445623977,2.17765132089269
Fga_Tlr4,Fga,0.140425,0.145325,-0.00618546781518431,Tlr4,8.651088,42.819476,-2.18280873587917,2.17662326806399
Adam10_Tspan14,Adam10,70.720982,95.135081,-0.42266774449423,Tspan14,19.2382,121.302,-2.59529510987518,2.17262736538095
Agt_Agtr1a,Agt,0.363625,0.0537497,0.371914734026838,Agtr1a,4.81708,0,2.54029514511646,2.16838041108962
Mmp9_Tlr4,Mmp9,1.135303,1.165329,-0.0201454414932565,Tlr4,8.651088,42.819476,-2.18280873587917,2.16266329438591
Calm2_Mylk,Calm2,715.6185,476.370165,0.586096885478053,Mylk,7.8490724,0.318616,2.74650174112265,2.1604048556446
Il1f9_Il1rl2,Il1f9,0.422294,0.79615,-0.336688124546766,Il1rl2,9.131908,1.8691031,1.82023416544397,2.15692228999074
Wnt8a_Fzd7,Wnt8a,0.0566421,0,0.0794867977316847,Fzd7,51.8034,10.2256,2.23383826940184,2.15435147167016
Hgf_Plxnb1,Hgf,6.9713433,9.34674,-0.376281514840527,Plxnb1,2.460621,0.0110665,1.77515305970913,2.15143457454966
Angpt4_Tek,Angpt4,9.69457,0.042883,3.3582292592316,Tek,1.319676,0,1.21392331145801,2.14430594777359
Fgg_Itga2b,Fgg,0.175506,0.121039,0.0684454336336074,Itga2b,4.694157,0.2288549,2.21216769571672,2.14372226208311
Il13_Il13ra1,Il13,0,0,0,Il13ra1,41.662,8.67145,2.14114749273441,2.14114749273441
Sema6d_Kdr,Sema6d,1.6244552,0.0431596,1.3310580682946,Kdr,3.09566,6.13724,-0.801270330595751,2.13232839889035
Psen2_Notch2,Psen2,15.489698,85.682476,-2.39417538636129,Notch2,16.273883,19.7514,-0.264616248575148,2.12955913778614
Wnt5a_Fzd4,Wnt5a,41.001978,0.0937953,5.26304259723112,Fzd4,9.97261,0.243273,3.1416917075136,2.12135088971752
Edn1_Kel,Edn1,3.95813,0.141256,2.11917365374884,Kel,0,0,0,2.11917365374884
Mdk_Alk,Mdk,30.7029,6.318154,2.11506313534708,Alk,0,0,0,2.11506313534708
Thbs1_Sdc1,Thbs1,4977.1416,39.2272,6.95129213401829,Sdc1,184.986176,5.46297,4.84685428741663,2.10443784660166
Tnfsf8_Tnfrsf8,Tnfsf8,0.0743716,5.2119,-2.53154153111449,Tnfrsf8,0,0.345062,-0.427672674663678,2.10386885645081
Icam2_Itgam,Icam2,0.0796942,23.960093,-4.53092864638759,Itgam,0,4.412807,-2.43637694798108,2.09455169840651
Il1b_Il1rap,Il1b,0.2409098,1.23801,-0.85081823086632,Il1rap,13.8154013,5.2608965,1.24265654756516,2.09347477843148
Nptx2_Nptxr,Nptx2,14.118,0,3.91819538914666,Nptxr,7.384440007,1.361480368,1.82802288825528,2.09017250089138
Fasl_Fas,Fasl,0.0506153,0,0.0712344995742345,Fas,29.00344,5.719673,2.15866498643126,2.08743048685703
Eda_Edar,Eda,6.296437,0.529125,2.25448579212909,Edar,0.155978,0.0269221,0.170787195236347,2.08369859689274
Vegfd_Fgfr2,Vegfd,36.64698,0.197215,4.97477997329068,Fgfr2,137.6287831,0.0425218,7.05500546907787,2.08022549578719
Wnt4_Fzd8,Wnt4,3.30809,0.0724225,2.00617499616843,Fzd8,16.4756,0.0293648,4.08551572990801,2.07934073373958
Hp_Itgam,Hp,1.88803,2.73284,-0.370187943415731,Itgam,0,4.412807,-2.43637694798108,2.06618900456535
Egfl7_Notch2,Egfl7,11.89727502,2.72299813,1.79252948368458,Notch2,16.273883,19.7514,-0.264616248575148,2.05714573225973
Rtn3_Rtn4r,Rtn3,109.465151,156.1794,-0.508820842660594,Rtn4r,2.52936,0.209382,1.54513658295994,2.05395742562053
Rtn3_Rtn4r,Rtn3,109.465151,156.1794,-0.508820842660594,Rtn4r,2.52936,0.209382,1.54513658295994,2.05395742562053
Nrtn_Sdc3,Nrtn,0.20624,0,0.270516982165,Sdc3,122.220334,422.76294,-1.78201707164424,2.05253405380924
Iapp_Ramp3,Iapp,0,0,0,Ramp3,6.708848,0.860739,2.05063957452041,2.05063957452041
Tln1_Itgb1,Tln1,134.506901,225.624598,-0.741938134827783,Itgb1,895.6289,362.4687,1.30267986861941,2.04461800344719
Bmp4_Bmpr1a,Bmp4,125.93985,0,6.98800123273112,Bmpr1a,59.336454,0.9562711,4.94685169325276,2.04114953947836
Nodal_Acvr2a,Nodal,0,0.0481443,-0.0678373490923619,Acvr2a,13.8323,2.791956,1.96772820038655,2.03556554947891
App_Tspan12,App,753.447,588.005,0.35713967380668,Tspan12,4.466309,0.0466653,2.38476684033872,2.02762716653204
Gdf7_Bmpr1b,Gdf7,0.354615,0,0.437882876291528,Bmpr1b,4.50009,0,2.45945522618118,2.02157234988965
Inhbe_Acvr2a,Inhbe,0.0526991,0.0911194,-0.0517158626878324,Acvr2a,13.8323,2.791956,1.96772820038655,2.01944406307438
Spint1_St14,Spint1,0.1824099,0.397159,-0.240765958254704,St14,0.54039168,6.3759113,-2.25952407060095,2.01875811234625
Bmp6_Hjv,Bmp6,2.68401,0,1.88127697753425,Hfe2,0,0.0997036,-0.137114730630073,2.01839170816432
Jag1_Notch4,Jag1,29.92724,17.73708,0.722981950705968,Notch4,1.015084,3.92033,-1.28791509882478,2.01089704953075
Fgf13_Scn5a,Fgf13,7.664316,1.099056,2.04534520474484,Scn5a,0.0245763,0,0.0350274255719885,2.01031777917285
Fgf13_Fgfr4,Fgf13,7.664316,1.099056,2.04534520474484,Fgfr4,0.0285534,0,0.0406166970376511,2.00472850770719
Cd6_Alcam,Cd6,0,0,0,Alcam,63.121651,255.36491,-1.9993153287889,1.9993153287889
Pf4_Ccr1,Pf4,1.018372098,633.40491,-8.29606795891963,Ccr1,0.101289,85.8526,-6.30130402238663,1.994763936533
Gdf9_Acvr2a,Gdf9,0.755933,0.783138,-0.0221805618980457,Acvr2a,13.8323,2.791956,1.96772820038655,1.9899087622846
Pth_Pth1r,Pth,0,0,0,Pth1r,5.030501969,0.520119344,1.98809350110802,1.98809350110802
Ccl7_Ccr1,Ccl7,86.0203,1730.86,-4.31482650951646,Ccr1,0.101289,85.8526,-6.30130402238663,1.98647751287017
App_Cd47,App,753.447,588.005,0.35713967380668,Cd47,51.0715,159.8049,-1.62674549707025,1.98388517087693
Sema6c_Plxna1,Sema6c,3.4638594,0.145072,1.96285327157048,Plxna1,119.441083,120.97762,-0.0182888858756929,1.98114215744617
Ccl4_Ccr1,Ccl4,0,307.717,-8.27014111924673,Ccr1,0.101289,85.8526,-6.30130402238663,1.9688370968601
Bmp7_Acvr2a,Bmp7,0.079548,0.0800114,-0.000619149343342104,Acvr2a,13.8323,2.791956,1.96772820038655,1.96834734972989
Inhbc_Acvr2a,Inhbc,0,0,0,Acvr2a,13.8323,2.791956,1.96772820038655,1.96772820038655
Lefty2_Acvr2a,Lefty2,0,0,0,Acvr2a,13.8323,2.791956,1.96772820038655,1.96772820038655
Mstn_Acvr2a,Mstn,0,0,0,Acvr2a,13.8323,2.791956,1.96772820038655,1.96772820038655
Tdgf1_Acvr2a,Tdgf1,0,0,0,Acvr2a,13.8323,2.791956,1.96772820038655,1.96772820038655
Wnt4_Musk,Wnt4,3.30809,0.0724225,2.00617499616843,Musk,0.028562168,0,0.0406289953745218,1.96554600079391
Hsp90aa1_Fgfr3,Hsp90aa1,516.5692215,294.3727,0.809215336241957,Fgfr3,5.835178274,0,2.77297896645776,1.9637636302158
Wnt3_Fzd3,Wnt3,0,0,0,Fzd3,2.87764,0,1.95517886989052,1.95517886989052
Wnt3a_Fzd3,Wnt3a,0,0,0,Fzd3,2.87764,0,1.95517886989052,1.95517886989052
Wnt7a_Fzd3,Wnt7a,0,0,0,Fzd3,2.87764,0,1.95517886989052,1.95517886989052
Efna4_Epha1,Efna4,14.2173,0,3.9276404995791,Epha1,3.070582,0.0335253,1.97766137619473,1.94997912338437
Il16_Cd4,Il16,0.13498756,10.4500839,-3.33460977955107,Cd4,0.0612655,1.77625,-1.3873518629835,1.94725791656757
Crp_Tlr4,Crp,0.0588409,0.247996,-0.237127481958711,Tlr4,8.651088,42.819476,-2.18280873587917,1.94568125392046
Ntf3_Ntrk3,Ntf3,7.776009,0,3.13356500525896,Ntrk3,1.2960096,0.00483579,1.19216891835235,1.94139608690661
Efna2_Epha4,Efna2,3.19751,0.661841,1.33675140624811,Epha4,8.83716874,0.0152459,3.27641394860857,1.93966254236046
Insl3_Rxfp1,Insl3,0,2.78147,-1.9189471734534,Rxfp1,0.052018,0.0388829,0.0181263424937705,1.93707351594717
Rtn4_Rtn4r,Rtn4,551.990395,724.396759,-0.391515877284872,Rtn4r,2.52936,0.209382,1.54513658295994,1.93665246024481
Rtn4_Rtn4r,Rtn4,551.990395,724.396759,-0.391515877284872,Rtn4r,2.52936,0.209382,1.54513658295994,1.93665246024481
Lama2_Itgb1,Lama2,9.0254807,0.0675014,3.23136154541258,Itgb1,895.6289,362.4687,1.30267986861941,1.92868167679317
Calca_Calcrl,Calca,0,0,0,Calcrl,5.578549,24.03446,-1.92807402082321,1.92807402082321
Wnt4_Fzd10,Wnt4,3.30809,0.0724225,2.00617499616843,Fzd10,0.0584664,0,0.0819754731029374,1.92419952306549
Gnb4_Kcnj6,Gnb4,40.2153484,9.8661685,1.92333836630501,Kcnj6,0,0,0,1.92333836630501
Ada_Dpp4,Ada,17.0424,3.82997,1.90130512534159,Dpp4,0.19953908,0.215719807,-0.0193306017609377,1.92063572710253
Insl3_Rxfp2,Insl3,0,2.78147,-1.9189471734534,Rxfp2,0,0,0,1.9189471734534
Il17f_Il17ra,Il17f,0.683187,0.408446,0.257091215551425,Il17ra,17.48534,57.49086,-1.6618296222068,1.91892083775823
Wnt7b_Fzd3,Wnt7b,0.028137757,0,0.0400335797319703,Fzd3,2.87764,0,1.95517886989052,1.91514529015855
Efnb2_Epha4,Efnb2,39.9103,0.121411,5.18907708511886,Epha4,8.83716874,0.0152459,3.27641394860857,1.91266313651029
Prl3a1_Prlr,Prl3a1,3.50309,0,2.17091531206931,Prlr,0.2316863,0.028572,0.259992074695319,1.91092323737399
Podxl_Sell,Podxl,0.4478974,0.0179723,0.508261069853719,Sell,0.0163385,1.67192,-1.39449582896163,1.90275689881535
Bmp6_Acvr2b,Bmp6,2.68401,0,1.88127697753425,Acvr2b,0.795086,0.818524,-0.0187150027526327,1.89999198028688
Cxcl10_Tlr4,Cxcl10,0.286291,20.706,-4.07680492110715,Tlr4,8.651088,42.819476,-2.18280873587917,1.89399618522798
Il17a_Il17rd,Il17a,0,0,0,Il17rd,2.80089,0.0233171,1.89308400441395,1.89308400441395
Pth_Ramp1,Pth,0,0,0,Ramp1,8.546933,1.571645,1.89234583347013,1.89234583347013
Pth2_Ramp1,Pth2,0,0,0,Ramp1,8.546933,1.571645,1.89234583347013,1.89234583347013
Ada_Adora1,Ada,17.0424,3.82997,1.90130512534159,Adora1,0.0376535,0.0270147,0.0148679384359329,1.88643718690566
Efna3_Epha3,Efna3,6.593169,0.3833813,2.45650325848263,Epha3,19.252,0,4.33999248424772,1.88348922576509
Adam17_Erbb4,Adam17,33.220843,98.554446,-1.54061044690033,Erbb4,0.2653996,0,0.339593044921375,1.88020349182171
Artn_Gfra3,Artn,2.65877,0,1.87135872688533,Gfra3,0,0,0,1.87135872688533
Camp_P2rx7,Camp,0,5.17142,-2.625602481474,P2rx7,0.6005613,34.982989,-4.49066519503398,1.86506271355998
Adam17_Tnfrsf1a,Adam17,33.220843,98.554446,-1.54061044690033,Tnfrsf1a,161.37259,129.18889,0.318701775059326,1.85931222195966
Lta_Tnfrsf14,Lta,0,0.0756964,-0.105270955200722,Tnfrsf14,1.966029,10.547537,-1.96098056004522,1.8557096048445
Cd160_Tnfrsf14,Cd160,0.0784592,0.162435,-0.108178449294795,Tnfrsf14,1.966029,10.547537,-1.96098056004522,1.85280211075043
Bmp5_Bmpr1b,Bmp5,0.525087,0,0.608891544897455,Bmpr1b,4.50009,0,2.45945522618118,1.85056368128373
Ccl17_Ackr2,Ccl17,1.46506,0,1.30162276248513,Ackr2,0,0.455313,-0.541329472710553,1.84295223519568
Ceacam16_Tecta,Ceacam16,0,2.23443,-1.69351149007598,Tecta,0.105252,0,0.144375344911722,1.8378868349877
Wnt3_Ror1,Wnt3,0,0,0,Ror1,2.57054,0,1.83614228053109,1.83614228053109
Fgf14_Fgfr3,Fgf14,0.976674,0.0309677,0.939075822282274,Fgfr3,5.835178274,0,2.77297896645776,1.83390314417549
Efna2_Epha2,Efna2,3.19751,0.661841,1.33675140624811,Epha2,38.91235,3.442404,3.1674227206408,1.83067131439269
Adam17_Cd40,Adam17,33.220843,98.554446,-1.54061044690033,Cd40,1.126993,20.93779,-3.36653100635047,1.82592055945014
Mfge8_Itgav,Mfge8,535.23765,69.925389,2.91849845323329,Itgav,80.8256866,37.33793514,1.09378116664574,1.82471728658755
Il1f6_Il1rl2,Il1f6,0,0,0,Il1rl2,9.131908,1.8691031,1.82023416544397,1.82023416544397
Il1f8_Il1rl2,Il1f8,0,0,0,Il1rl2,9.131908,1.8691031,1.82023416544397,1.82023416544397
Gnb5_Kcnj6,Gnb5,14.6490106,3.435624,1.81886246536011,Kcnj6,0,0,0,1.81886246536011
Adam17_Nectin4,Adam17,33.220843,98.554446,-1.54061044690033,Nectin4,0.059402915,9.84867,-3.35619489682756,1.81558444992723
Gng12_Kcnj6,Gng12,301.426918,84.94632074,1.8150787686187,Kcnj6,0,0,0,1.8150787686187
Sema3g_Nrp2,Sema3g,0.12401,0,0.168654870866875,Nrp2,48.5063956,152.88649,-1.63617975987577,1.80483463074264
S100a1_Ryr2,S100a1,43.19559,113.63563,-1.37508119465053,Ryr2,0.43443844,0.0657996,0.428549858336964,1.80363105298749
Lman1_Mcfd2,Lman1,149.0519478,61.6955689,1.25902665926347,Mcfd2,175.305664,255.781007,-0.542459672926278,1.80148633218975
Col18a1_Gpc1,Col18a1,70.703914,7.665799,3.04864719209444,Gpc1,105.536118,2.70601,4.84533203309918,1.79668484100474
Gdf6_Bmpr2,Gdf6,4.66346,0,2.50168371378574,Bmpr2,16.191424,9.53703,0.706220769309983,1.79546294447576
Reln_Lrp8,Reln,2.0880229,0.0590463,1.54391778802165,Lrp8,16.476,19.7702267,-0.249141951902184,1.79305973992383
Ctsd_Lrp1,Ctsd,2115.45002,13892.5905,-2.71470115613858,Lrp1,186.5028755,355.3835891,-0.926518183957013,1.78818297218157
Cxcl10_Cxcr4,Cxcl10,0.286291,20.706,-4.07680492110715,Cxcr4,0.239071,71.1842,-5.86435232531557,1.78754740420842
Prok1_Prokr1,Prok1,0,0,0,Prokr1,0.184811,3.079176,-1.78362081490465,1.78362081490465
Prok2_Prokr1,Prok2,0,0,0,Prokr1,0.184811,3.079176,-1.78362081490465,1.78362081490465
Wnt1_Fzd5,Wnt1,0,0.084119,-0.116523125037838,Fzd5,10.726455,2.6994356,1.66438985158081,1.78091297661865
Adam17_Itga5,Adam17,33.220843,98.554446,-1.54061044690033,Itga5,195.791418,167.0098,0.228121918898561,1.76873236579889
App_Tnfrsf21,App,753.447,588.005,0.35713967380668,Tnfrsf21,8.55425,24.3063,-1.40528205586889,1.76242172967557
Afdn_Nectin2,Afdn,31.09023,19.00832279,0.68153389236085,Nectin2,38.5473,6.29069,2.4394519368237,1.75791804446285
Gdnf_Gfra1,Gdnf,2.07781,0,1.62190417366795,Gfra1,10.46947,0.1047494,3.37600767381931,1.75410350015136
Lamc2_Itga3,Lamc2,4.5711,0.31251,2.08563379758138,Itga3,13.76334001,0.041883108,3.82475381744406,1.73912001986268
Vip_Ramp2,Vip,0.392736,0,0.47792181387129,Ramp2,4.813398,0.253165,2.21380530057353,1.73588348670224
Hsp90aa1_Lrp1,Hsp90aa1,516.5692215,294.3727,0.809215336241957,Lrp1,186.5028755,355.3835891,-0.926518183957013,1.73573352019897
Col2a1_Itgav,Col2a1,6.10787,0,2.82941729531279,Itgav,80.8256866,37.33793514,1.09378116664574,1.73563612866705
Adam17_Notch1,Adam17,33.220843,98.554446,-1.54061044690033,Notch1,9.7253015,8.3703489,0.194843532050063,1.73545397895039
Adam17_Aplp2,Adam17,33.220843,98.554446,-1.54061044690033,Aplp2,232.883093,203.359599,0.194677565599418,1.73528801249975
Bmp3_Acvr2a,Bmp3,0.17492489,0,0.232568531864262,Acvr2a,13.8323,2.791956,1.96772820038655,1.73515966852229
Bmp2_Bmpr1b,Bmp2,0.745385,0.0551366,0.726115518591046,Bmpr1b,4.50009,0,2.45945522618118,1.73333970759013
Fgf18_Fgfr4,Fgf18,2.40597,0,1.7680657277229,Fgfr4,0.0285534,0,0.0406166970376511,1.72744903068525
Rspo2_Lgr4,Rspo2,81.3201,0,6.36317282966318,Lgr4,25.47467728,0.058264302,4.64484120689485,1.71833162276833
Madcam1_Itga4,Madcam1,0,0.350908,-0.433929427096461,Itga4,2.8462909,16.094815,-2.15201902519205,1.71808959809559
Wnt9a_Egfr,Wnt9a,6.12197,0.2073216,2.56046633379482,Egfr,22.204066,0.1973763,4.27642910285481,1.71596276905999
Agrn_Musk,Agrn,19.597712,5.1075936,1.75380811796989,Musk,0.028562168,0,0.0406289953745218,1.71317912259537
Adam17_Itgb6,Adam17,33.220843,98.554446,-1.54061044690033,Itgb6,0.120179,0,0.163729287441971,1.7043397343423
App_Tspan15,App,753.447,588.005,0.35713967380668,Tspan15,3.5287543,0.0859619,2.0601407821339,1.70300110832722
Dll1_Notch4,Dll1,0.3668435,0.0273601,0.411906118242816,Notch4,1.015084,3.92033,-1.28791509882478,1.6998212170676
Vegfc_Itga9,Vegfc,8.137874,0.259993,2.8584428309697,Itga9,9.774746,3.823093,1.15962332627779,1.69881950469191
Ceacam16_Tectb,Ceacam16,0,2.23443,-1.69351149007598,Tectb,0,0,0,1.69351149007598
Artn_Gfra2,Artn,2.65877,0,1.87135872688533,Gfra2,0.164391,0.028361,0.179228790562371,1.69212993632296
L1cam_Itga5,L1cam,7.661738,22.893419,-1.46388486969395,Itga5,195.791418,167.0098,0.228121918898561,1.69200678859251
Spp1_Itgb5,Spp1,3031.13706,9998.07862,-1.72146019340544,Itgb5,277.99026,284.391238,-0.0327262861612834,1.68873390724416
Plau_Lrp1,Plau,119.835,738.669,-2.61384141927129,Lrp1,186.5028755,355.3835891,-0.926518183957013,1.68732323531428
Hgf_Itgb1,Hgf,6.9713433,9.34674,-0.376281514840527,Itgb1,895.6289,362.4687,1.30267986861941,1.67896138345994
Igfbp4_Lrp6,Igfbp4,555.6965,95.624708,2.52642695855096,Lrp6,24.0263631,12.887054,0.849708071428683,1.67671888712228
Bmp8b_Bmpr1b,Bmp8b,0.865011,0.0802668,0.787796472166338,Bmpr1b,4.50009,0,2.45945522618118,1.67165875401484
Wnt2_Fzd4,Wnt2,2.02092,0.0890084,1.47197289688518,Fzd4,9.97261,0.243273,3.1416917075136,1.66971881062842
Omg_Rtn4r,Omg,0,0.0901587,-0.12453817081601,Rtn4r,2.52936,0.209382,1.54513658295994,1.66967475377595
Omg_Rtn4r,Omg,0,0.0901587,-0.12453817081601,Rtn4r,2.52936,0.209382,1.54513658295994,1.66967475377595
Wnt3_Fzd5,Wnt3,0,0,0,Fzd5,10.726455,2.6994356,1.66438985158081,1.66438985158081
Wnt3a_Fzd5,Wnt3a,0,0,0,Fzd5,10.726455,2.6994356,1.66438985158081,1.66438985158081
Wnt7a_Fzd5,Wnt7a,0,0,0,Fzd5,10.726455,2.6994356,1.66438985158081,1.66438985158081
Wnt9b_Fzd5,Wnt9b,0,0,0,Fzd5,10.726455,2.6994356,1.66438985158081,1.66438985158081
Il17a_Il17ra,Il17a,0,0,0,Il17ra,17.48534,57.49086,-1.6618296222068,1.6618296222068
Efnb2_Epha7,Efnb2,39.9103,0.121411,5.18907708511886,Epha7,10.9655736,0.0290844,3.53945634343564,1.64962074168322
Npnt_Itgb1,Npnt,10.75351,0.525526,2.94571298568137,Itgb1,895.6289,362.4687,1.30267986861941,1.64303311706196
Efna1_Epha1,Efna1,13.962167,0.223497,3.61223666964802,Epha1,3.070582,0.0335253,1.97766137619473,1.63457529345329
Il11_Il6st,Il11,2.456165,0.0567029,1.70960228539978,Il6st,246.9540557,23.593961,3.3336968100557,1.62409452465592
Gdnf_Gfra3,Gdnf,2.07781,0,1.62190417366795,Gfra3,0,0,0,1.62190417366795
Wnt1_Fzd6,Wnt1,0,0.084119,-0.116523125037838,Fzd6,1.938892,0.03586257,1.50443973259547,1.62096285763331
Wnt1_Fzd6,Wnt1,0,0.084119,-0.116523125037838,Fzd6,1.938892,0.03586257,1.50443973259547,1.62096285763331
Gdf5_Bmpr1b,Gdf5,0.792587,0,0.842043139246677,Bmpr1b,4.50009,0,2.45945522618118,1.6174120869345
Mfge8_Itgb1,Mfge8,535.23765,69.925389,2.91849845323329,Itgb1,895.6289,362.4687,1.30267986861941,1.61581858461388
Lgals3_Mertk,Lgals3,699.056386,8794.68653,-3.6512531551774,Mertk,4.58656,22.064636,-2.04565042178763,1.60560273338977
Pgf_Flt1,Pgf,2.01896,0.259885,1.2607595886834,Flt1,22.786535,2.2679695,2.86367870477674,1.60291911609334
Egfl7_Notch1,Egfl7,11.89727502,2.72299813,1.79252948368458,Notch1,9.7253015,8.3703489,0.194843532050063,1.59768595163452
Pdgfc_Flt4,Pdgfc,38.458628,1.115279,4.22142092469836,Flt4,6.1397712,0.153981,2.62925837203711,1.59216255266125
Dkk1_Kremen1,Dkk1,0.0407556,0,0.057631321217015,Kremen1,30.979243,9.1955698,1.64919338278334,1.59156206156633
Fgf16_Fgfr3,Fgf16,1.26941,0,1.18231727517676,Fgfr3,5.835178274,0,2.77297896645776,1.590661691281
Pthlh_Pth1r,Pthlh,0.319057,0,0.399506908668712,Pth1r,5.030501969,0.520119344,1.98809350110802,1.58858659243931
Jag2_Notch4,Jag2,0.0732135,6.872127,-2.87481638812634,Notch4,1.015084,3.92033,-1.28791509882478,1.58690128930156
Cfh_Sell,Cfh,2.7276921,2.262759,0.192190272825113,Sell,0.0163385,1.67192,-1.39449582896163,1.58668610178674
Adcyap1_Vipr1,Adcyap1,1.26058,0,1.17669297430853,Vipr1,0.0381756,0.37818,-0.408713840551838,1.58540681486037
Wnt8a_Fzd5,Wnt8a,0.0566421,0,0.0794867977316847,Fzd5,10.726455,2.6994356,1.66438985158081,1.58490305384913
Ntng2_Lrrc4c,Ntng2,1.907962,1.971087,-0.0309824342334284,Lrrc4c,1.935106,0,1.55341260654244,1.58439504077587
Vegfa_Axl,Vegfa,64.4741479,42.49681,0.590015779590852,Axl,294.2961,64.641154,2.16948979541234,1.57947401582149
Il1f9_Il1rap,Il1f9,0.422294,0.79615,-0.336688124546766,Il1rap,13.8154013,5.2608965,1.24265654756516,1.57934467211193
Vip_Ramp3,Vip,0.392736,0,0.47792181387129,Ramp3,6.708848,0.860739,2.05063957452041,1.57271776064912
Fgf7_Fgfr2,Fgf7,45.85536,0.0456106,5.48579651691906,Fgfr2,137.6287831,0.0425218,7.05500546907787,1.56920895215881
Ptpn11_Ros1,Ptpn11,95.3669223,31.488062,1.56862834442827,Ros1,0,0,0,1.56862834442827
Wnt1_Lrp5,Wnt1,0,0.084119,-0.116523125037838,Lrp5,34.4783481,12.012486,1.44704222683372,1.56356535187156
L1cam_Nrp1,L1cam,7.661738,22.893419,-1.46388486969395,Nrp1,135.2608767,126.2424643,0.0987911763010896,1.56267604599504
L1cam_Cntn1,L1cam,7.661738,22.893419,-1.46388486969395,Cntn1,0.225813141,0.14642,0.0966033923798603,1.56048826207381
Tgfb1_Acvrl1,Tgfb1,36.516978,151.896501,-2.02693986306912,Acvrl1,12.979846,18.3404342,-0.468271715945967,1.55866814712315
Vegfc_Itgb1,Vegfc,8.137874,0.259993,2.8584428309697,Itgb1,895.6289,362.4687,1.30267986861941,1.55576296235029
Hsp90b1_Lrp1,Hsp90b1,862.916371,559.25092,0.624818550284877,Lrp1,186.5028755,355.3835891,-0.926518183957013,1.55133673424189
Prl2c3_Prlr,Prl2c3,2.507242,0,1.81033698010728,Prlr,0.2316863,0.028572,0.259992074695319,1.55034490541196
Tnfsf11_Lgr4,Tnfsf11,7.54958,0,3.09585354902775,Lgr4,25.47467728,0.058264302,4.64484120689485,1.5489876578671
Btla_Tnfrsf14,Btla,0,0.334589194,-0.416395727691482,Tnfrsf14,1.966029,10.547537,-1.96098056004522,1.54458483235374
Pyy_Npy1r,Pyy,0,0,0,Npy1r,2.125034,0.0718323,1.5437926883303,1.5437926883303
Dkk4_Kremen1,Dkk4,0.0774524,0,0.107624134928447,Kremen1,30.979243,9.1955698,1.64919338278334,1.54156924785489
Sfrp1_Fzd2,Sfrp1,17.5486,0,4.21323839497986,Fzd2,54.3698,0.0267234,5.75297983468941,1.53974143970955
