kegg_pair,Enzyme1,WT_MEF.x,WT_BMDM.x,log2diff.x,Enzyme2,WT_MEF.y,WT_BMDM.y,log2diff.y,m1
nme3-polr2h,nme3,9.00305,28.806209,-1.57517293822072,polr2h,44.20407,21.396689,1.01316720502169,2.58834014324241
dhrs3-rdh16,dhrs3,73.860829,368.90852,-2.30488560036411,rdh16,0.304444,0.0719659,0.283175996977192,2.5880615973413
cel-dgkd,cel,0,0,0,dgkd,14.764858,93.67449,-2.58626356932393,2.58626356932393
dgkd-lipf,dgkd,14.764858,93.67449,-2.58626356932393,lipf,0,0,0,2.58626356932393
dgkd-pnliprp1,dgkd,14.764858,93.67449,-2.58626356932393,pnliprp1,0,0,0,2.58626356932393
lipf-dgkd,lipf,0,0,0,dgkd,14.764858,93.67449,-2.58626356932393,2.58626356932393
mogat1-dgkd,mogat1,0,0,0,dgkd,14.764858,93.67449,-2.58626356932393,2.58626356932393
pnliprp1-dgkd,pnliprp1,0,0,0,dgkd,14.764858,93.67449,-2.58626356932393,2.58626356932393
lcat-pla2g5,lcat,3.33123,1.01759,1.1021437552285,pla2g5,0,1.79642,-1.48358105828553,2.58572481351403
fbp2-pfkp,fbp2,0.149921,0,0.201534750888667,pfkp,24.511924,132.182756,-2.38416368976382,2.58569844065249
pfkp-fbp2,pfkp,24.511924,132.182756,-2.38416368976382,fbp2,0.149921,0,0.201534750888667,2.58569844065249
lypla1-pnpla7,lypla1,64.5403663,56.783825,0.181718029759069,pnpla7,5.766099,34.808608,-2.40391024580137,2.58562827556044
pgam2-pgk1,pgam2,8.32971,2.14911,1.56688808535034,pgk1,512.7659,1039.806896,-1.01851938291366,2.585407468264
adcy8-pde5a,adcy8,0.148643,0,0.199930475826283,pde5a,7.35402,0.211867,2.78523922282013,2.58530874699385
ak2-ampd3,ak2,101.6078,79.5415,0.34933615903522,ampd3,9.899421,50.283457,-2.23424201874056,2.58357817777578
adcy8-gucy1a2,adcy8,0.148643,0,0.199930475826283,gucy1a2,7.3487051,0.213061,2.78290035053749,2.58296987471121
pla2g6-cyp2c40,pla2g6,13.89847303,2.608515,2.04568731704701,cyp2c40,0,0.450997,-0.537044536572406,2.58273185361942
blvrb-ugt2b1,blvrb,28.41614,182.040802,-2.63748542547432,ugt2b1,0,0.0386901,-0.0547652809188971,2.58272014455543
gusb-ugt1a5,gusb,87.340222,662.29037,-2.90849821721399,ugt1a5,0,0.253522,-0.325987316484877,2.58251090072912
ugt1a5-gusb,ugt1a5,0,0.253522,-0.325987316484877,gusb,87.340222,662.29037,-2.90849821721399,2.58251090072912
nme3-dut,nme3,9.00305,28.806209,-1.57517293822072,dut,77.074939,37.85494,1.00676150315993,2.58193444138065
cda-tk1,cda,10.5815,0.266359,3.19306376147014,tk1,104.61146,68.129353,0.611396063147662,2.58166769832247
alox8-cyp4a12b,alox8,0.117867,0.0328204,0.114159149683218,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.58144520819672
aldh1a3-gstm1,aldh1a3,3.56941,0.6074588,1.50722613621809,gstm1,33.755712,72.146352,-1.07353581513237,2.58076195135046
pla2g12a-pnpla7,pla2g12a,15.1312899,13.272374,0.176636478837677,pnpla7,5.766099,34.808608,-2.40391024580137,2.58054672463904
plcg2-synj1,plcg2,2.64528,87.7886,-4.60627291411713,synj1,14.34422905,61.487805,-2.02587850228418,2.58039441183295
aldh1b1-upb1,aldh1b1,1.1378,8.46187,-2.14599844998003,upb1,0.817445,0.3459998,0.433233510007133,2.57923195998716
plod1-setd1a,plod1,56.172641,208.428369,-1.87306004188069,setd1a,23.59366,14.07829211,0.705813424630152,2.57887346651084
inpp5a-inpp1,inpp5a,53.3382136,7.15948,2.73541801897967,inpp1,13.819655,12.280536,0.158198487479374,2.5772195315003
hmgcl-aacs,hmgcl,32.51696,74.930925,-1.17979628134167,aacs,58.975982,21.771559,1.39715180877596,2.57694809011763
sat1-srm,sat1,135.39786,294.67491,-1.11619081677161,srm,206.9843,74.614763,1.45973479018822,2.57592560695983
ak8-rrm2,ak8,0,1.181831,-1.12553935789233,rrm2,210.52238,76.556556,1.44748966968914,2.57302902758147
lpcat3-pla2g6,lpcat3,43.488339,63.117958,-0.527301244322512,pla2g6,13.89847303,2.608515,2.04568731704701,2.57298856136952
pla2g6-lpcat3,pla2g6,13.89847303,2.608515,2.04568731704701,lpcat3,43.488339,63.117958,-0.527301244322512,2.57298856136952
adh7-gstm7,adh7,7.821317,0,3.14099406253189,gstm7,1.5115395,0.693902,0.568221554478751,2.57277250805314
blvrb-ugt2a3,blvrb,28.41614,182.040802,-2.63748542547432,ugt2a3,0,0.0476089,-0.0671002213220732,2.57038520415225
mboat2-ptdss1,mboat2,4.418691,0.0141553,2.41766578744986,ptdss1,38.4601,42.8487,-0.152139458993662,2.56980524644352
adh1-mgst1,adh1,6.442594,0.14308752,2.70286967072299,mgst1,118.231128,107.686539,0.133587661991804,2.56928200873118
mogat2-pnlip,mogat2,9.82633,0.516466,2.83575921155141,pnlip,0.202947,0,0.266573080983183,2.56918613056823
pnlip-mogat2,pnlip,0.202947,0,0.266573080983183,mogat2,9.82633,0.516466,2.83575921155141,2.56918613056823
plcb4-plce1,plcb4,11.8054581,5.913123449,0.889349271078233,plce1,10.13326093,0.0132735,3.45778067958051,2.56843140850228
pip5k1c-plcb3,pip5k1c,41.650933,102.551528,-1.27969963571298,plcb3,47.9246,19.0342,1.28809515401853,2.56779478973151
adcy7-adcy9,adcy7,5.538565004,83.60537,-3.69370328342386,adcy9,2.523206553,6.69565031,-1.12715418723735,2.56654909618651
inpp4b-pikfyve,inpp4b,0.25502873,15.3668226,-3.70498197331669,pikfyve,10.237791,23.7467344,-1.13887968401676,2.56610228929993
mogat2-dgkk,mogat2,9.82633,0.516466,2.83575921155141,dgkk,0.207292001,0,0.271774654921108,2.5639845566303
prodh2-pycr1,prodh2,0.0730478,0,0.101714343836249,pycr1,17.498029,1.915511,2.66555088598157,2.56383654214532
pycr1-prodh2,pycr1,17.498029,1.915511,2.66555088598157,prodh2,0.0730478,0,0.101714343836249,2.56383654214532
blvrb-ugt2b5,blvrb,28.41614,182.040802,-2.63748542547432,ugt2b5,0.0529454,0.109563,-0.0755609567868369,2.56192446868749
ggt5-gsto1,ggt5,0.2660191,1.089095,-0.722578928971832,gsto1,355.23474,98.555126,1.83926070888804,2.56183963785987
gsto1-ggt5,gsto1,355.23474,98.555126,1.83926070888804,ggt5,0.2660191,1.089095,-0.722578928971832,2.56183963785987
cyp2c55-cyp4a12b,cyp2c55,0.0980623,0,0.134959909854289,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.56064444802565
adh1-ugt2b35,adh1,6.442594,0.14308752,2.70286967072299,ugt2b35,0.169456,0.0584926,0.143826398882148,2.55904327184084
gss-gstp1,gss,57.68385,16.525223,1.74353072130531,gstp1,164.513,7.38881,4.30233455508118,2.55880383377587
nme6-adcy3,nme6,27.68438225,36.375503,-0.381827546963887,adcy3,19.39436,3.511477,2.17649849843064,2.55832604539452
adcy4-polr2d,adcy4,6.31417,0.0289318,2.82954679878007,polr2d,52.4552,43.2194,0.273650847073781,2.55589595170628
ampd3-itpa,ampd3,9.899421,50.283457,-2.23424201874056,itpa,60.954883,48.624566,0.320163508481404,2.55440552722197
chit1-hexa,chit1,0.705203,0,0.76994349858087,hexa,307.035,1059.03,-1.78293890586553,2.5528824044464
plcb3-itpkb,plcb3,47.9246,19.0342,1.28809515401853,itpkb,6.90422,17.9882458,-1.26441162301041,2.55250677702893
nme2-polr3gl,nme2,1301.681,422.73,1.62026666061989,polr3gl,12.11201,24.00937,-0.931579855847059,2.55184651646695
cyp4a12b-ugt2b35,cyp4a12b,5.74867,0.0417426,2.69560435787994,ugt2b35,0.169456,0.0584926,0.143826398882148,2.55177795899779
gsto1-gstt2,gsto1,355.23474,98.555126,1.83926070888804,gstt2,2.691831493,5.047447356,-0.711989600098558,2.5512503089866
gstt2-gsto1,gstt2,2.691831493,5.047447356,-0.711989600098558,gsto1,355.23474,98.555126,1.83926070888804,2.5512503089866
gstm4-gstm5,gstm4,8.103727,9.88746791,-0.258139266320885,gstm5,58.998459,11.246,2.29261485882326,2.55075412514415
gstm5-gstm4,gstm5,58.998459,11.246,2.29261485882326,gstm4,8.103727,9.88746791,-0.258139266320885,2.55075412514415
pde1b-ak4,pde1b,2.29403,24.6889,-2.96321951587038,ak4,5.39115929,7.508065,-0.412753410432212,2.55046610543817
adcy3-polr2a,adcy3,19.39436,3.511477,2.17649849843064,polr2a,38.46130063,50.074902,-0.372176023244462,2.5486745216751
cyp4a12b-cyp4a31,cyp4a12b,5.74867,0.0417426,2.69560435787994,cyp4a31,0.107614,0,0.147455194284188,2.54814916359575
dhrs9-aldh1a7,dhrs9,11.8975,18.7348,-0.613650451992,aldh1a7,3.19364,0.0977377,1.93366965027969,2.54732010227169
hsd3b2-akr1c18,hsd3b2,0.0866223,0.329114,-0.290614292067777,akr1c18,3.77829,0,2.25649441529813,2.54710870736591
pde4a-ampd3,pde4a,10.271119,8.078441,0.312114277464582,ampd3,9.899421,50.283457,-2.23424201874056,2.54635629620515
pnp-tymp,pnp,88.3378,322.8434,-1.85795370902706,tymp,3.46954,1.77424,0.688033757640283,2.54598746666734
pde5a-pde6g,pde5a,7.35402,0.211867,2.78523922282013,pde6g,0.287206,0.0899234,0.240016210249604,2.54522301257053
gucy1a2-pde6g,gucy1a2,7.3487051,0.213061,2.78290035053749,pde6g,0.287206,0.0899234,0.240016210249604,2.54288414028789
agk-mogat2,agk,15.1395406,12.1734428,0.292967079421974,mogat2,9.82633,0.516466,2.83575921155141,2.54279213212944
gaa-hk2,gaa,209.05421,70.75673,1.54957564891689,hk2,11.4863,23.8504,-0.992923040061323,2.54249868897821
ctps-polr2e,ctps,119.059338,14.68,2.93675015359956,polr2e,118.5609,89.919611,0.395082245416877,2.54166790818268
dgke-dgkz,dgke,4.082651,6.261863,-0.514758541370782,dgkz,29.03963362,248.73477,-3.05545757621147,2.54069903484069
plod2-plod3,plod2,34.729753,2.278784,3.44589317260566,plod3,237.2852142,126.197406,0.90562018452806,2.5402729880776
entpd1-pde1c,entpd1,1.8928853,48.673473,-4.1018945905206,pde1c,0.4673605,3.3317712,-1.56173368842362,2.54016090209699
gstm7-gstt1,gstm7,1.5115395,0.693902,0.568221554478751,gstt1,8.52661,0.104858,3.1081019675148,2.53988041303605
gstt1-gstm7,gstt1,8.52661,0.104858,3.1081019675148,gstm7,1.5115395,0.693902,0.568221554478751,2.53988041303605
hprt-pde1b,hprt,121.426,163.357,-0.424922922103181,pde1b,2.29403,24.6889,-2.96321951587038,2.5382965937672
arsa-neu1,arsa,47.603726,28.26152,0.732062203484387,neu1,33.51951,119.68569,-1.80577073141918,2.53783293490357
nme1-ntpcr,nme1,202.58547,93.1298,1.11291116447798,ntpcr,25.20031,69.239343,-1.42269546863585,2.53560663311383
ntpcr-nme1,ntpcr,25.20031,69.239343,-1.42269546863585,nme1,202.58547,93.1298,1.11291116447798,2.53560663311383
dgat2-dgkg,dgat2,4.58562,1.174303,1.36116442661375,dgkg,0,1.255886,-1.17369416375168,2.53485859036543
adcy4-polr2f,adcy4,6.31417,0.0289318,2.82954679878007,polr2f,168.08,136.759,0.295559442196937,2.53398735658313
ctps-polr2i,ctps,119.059338,14.68,2.93675015359956,polr2i,83.88471,63.206438,0.402786745236906,2.53396340836265
ash1l-plod2,ash1l,13.8462343,6.88825,0.912319861964574,plod2,34.729753,2.278784,3.44589317260566,2.53357331064109
gusb-gns,gusb,87.340222,662.29037,-2.90849821721399,gns,191.7047361,249.096591,-0.376093363507984,2.53240485370601
adh1-adh5,adh1,6.442594,0.14308752,2.70286967072299,adh5,117.83808,104.403014,0.173081080221333,2.52978859050165
entpd5-pde5a,entpd5,13.752665,11.35024077,0.25643642647083,pde5a,7.35402,0.211867,2.78523922282013,2.5288027963493
plcb1-ipmk,plcb1,2.677424,0.0274404,1.83964081798129,ipmk,9.0129279,15.137993,-0.688597271969341,2.52823808995063
ada-nt5c2,ada,17.0424,3.82997,1.90130512534159,nt5c2,20.11352,31.59023,-0.626272411979716,2.5275775373213
nt5c2-ada,nt5c2,20.11352,31.59023,-0.626272411979716,ada,17.0424,3.82997,1.90130512534159,2.5275775373213
entpd1-nme3,entpd1,1.8928853,48.673473,-4.1018945905206,nme3,9.00305,28.806209,-1.57517293822072,2.52672165229988
nme3-entpd1,nme3,9.00305,28.806209,-1.57517293822072,entpd1,1.8928853,48.673473,-4.1018945905206,2.52672165229988
aldh1a3-gsta3,aldh1a3,3.56941,0.6074588,1.50722613621809,gsta3,0.2012141,1.434288,-1.0190065483958,2.52623268461389
cth-mars2,cth,8.945442,0.312228,2.92201707899174,mars2,2.39532,1.57875,0.396875634987751,2.52514144400399
ggt7-gstt3,ggt7,16.19354,0.202868,3.83731637549266,gstt3,14.1783158,5.111427,1.31243052736841,2.52488584812425
gstt3-ggt7,gstt3,14.1783158,5.111427,1.31243052736841,ggt7,16.19354,0.202868,3.83731637549266,2.52488584812425
plcd3-plch2,plcd3,15.685744,1.350477,2.82759054764353,plch2,0.263221,0.0241039,0.302744969378054,2.52484557826548
maob-aox1,maob,11.386581,0,3.63070611811746,aox1,1.652596,0.232394,1.10594140096466,2.5247647171528
pip5k1b-pik3cb,pip5k1b,0.4534177,0.348211,0.108403079668042,pik3cb,6.9395,41.36754,-2.41583930366433,2.52424238333237
galnt12-b3gnt6,galnt12,0.798209,9.336564,-2.5231240804315,b3gnt6,0,0,0,2.5231240804315
galnt12-galntl5,galnt12,0.798209,9.336564,-2.5231240804315,galntl5,0,0,0,2.5231240804315
galnt12-st6galnac1,galnt12,0.798209,9.336564,-2.5231240804315,st6galnac1,0,0,0,2.5231240804315
galnt10-wbscr17,galnt10,75.24808,14.71539,2.27852293443856,wbscr17,26.88696974,0,4.80151927132646,2.5229963368879
pde3b-pde4b,pde3b,2.1424577,7.46695,-1.429949044576,pde4b,10.2847264,4.293314,1.09212829812041,2.5220773426964
adk-ak8,adk,109.701,41.0627,1.39605488994845,ak8,0,1.181831,-1.12553935789233,2.52159424784078
ehhadh-aldh1b1,ehhadh,1.61116,1.01402,0.374612852207591,aldh1b1,1.1378,8.46187,-2.14599844998003,2.52061130218762
gstm2-gstm7,gstm2,42.12821,4.0719,3.08803363346676,gstm7,1.5115395,0.693902,0.568221554478751,2.51981207898801
gstm7-gstm2,gstm7,1.5115395,0.693902,0.568221554478751,gstm2,42.12821,4.0719,3.08803363346676,2.51981207898801
adcy4-polr3g,adcy4,6.31417,0.0289318,2.82954679878007,polr3g,6.788054,5.279982,0.31050246330413,2.51904433547594
pla2g12a-cyp4a12b,pla2g12a,15.1312899,13.272374,0.176636478837677,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.51896787904226
pcx-cs,pcx,12.7464,0.939625,2.82520418628397,cs,163.894,132.3391668,0.306438287119438,2.51876589916453
adcy4-pde4a,adcy4,6.31417,0.0289318,2.82954679878007,pde4a,10.271119,8.078441,0.312114277464582,2.51743252131548
pde2a-pde3a,pde2a,0.560264853,1.861128,-0.8747930962713,pde3a,2.221243,0.0317349,1.64254517313011,2.51733826940141
gss-mgst3,gss,57.68385,16.525223,1.74353072130531,mgst3,36.6253,63.2013,-0.770899425460039,2.51443014676535
pla2g4b-cyp4f13,pla2g4b,2.90156296,0.386406,1.49270237790835,cyp4f13,5.568814,12.307916,-1.01857984458035,2.5112822224887
ephx1-gstm5,ephx1,284.119721,9.21198,4.80323330776584,gstm5,58.998459,11.246,2.29261485882326,2.51061844894258
cyp1a1-gstt1,cyp1a1,0.513104,0,0.597511151551863,gstt1,8.52661,0.104858,3.1081019675148,2.51059081596294
nme1-pold3,nme1,202.58547,93.1298,1.11291116447798,pold3,14.8333176,40.70310109,-1.39719108896357,2.51010225344155
gstm3-gstm5,gstm3,0,0.162158,-0.216806222202587,gstm5,58.998459,11.246,2.29261485882326,2.50942108102585
gstm5-gstm3,gstm5,58.998459,11.246,2.29261485882326,gstm3,0,0.162158,-0.216806222202587,2.50942108102585
adcy4-itpa,adcy4,6.31417,0.0289318,2.82954679878007,itpa,60.954883,48.624566,0.320163508481404,2.50938329029866
gucy1a2-polr2d,gucy1a2,7.3487051,0.213061,2.78290035053749,polr2d,52.4552,43.2194,0.273650847073781,2.50924950346371
gpx1-gstm7,gpx1,437.34412,1681.16476,-1.94018321687313,gstm7,1.5115395,0.693902,0.568221554478751,2.50840477135188
cda-tymp,cda,10.5815,0.266359,3.19306376147014,tymp,3.46954,1.77424,0.688033757640283,2.50503000382985
dck-nt5c,dck,16.907562,60.083416,-1.77021180799145,nt5c,128.83258,77.03822,0.734399680058119,2.50461148804957
nt5c-dck,nt5c,128.83258,77.03822,0.734399680058119,dck,16.907562,60.083416,-1.77021180799145,2.50461148804957
pla2g6-pld2,pla2g6,13.89847303,2.608515,2.04568731704701,pld2,16.772943,23.418691,-0.458303269335677,2.50399058638269
gpx7-gpx8,gpx7,65.1881,0.573181,5.39481528475329,gpx8,340.111,0.429472,7.89861510764447,2.50379982289117
adcy7-pde8a,adcy7,5.538565004,83.60537,-3.69370328342386,pde8a,16.678757,39.415361,-1.1928868923581,2.50081639106576
pde8b-aprt,pde8b,20.281129,5.037274,1.81760550622707,aprt,275.874308,443.42848,-0.682720083005901,2.50032558923297
aldh1a7-ugt1a1,aldh1a7,3.19364,0.0977377,1.93366965027969,ugt1a1,0,0.479914,-0.56551334113906,2.49918299141875
gss-gstk1,gss,57.68385,16.525223,1.74353072130531,gstk1,5.30328,9.64219,-0.755620410291206,2.49915113159652
pla2g12a-enpp2,pla2g12a,15.1312899,13.272374,0.176636478837677,enpp2,6.581401,0.186479,2.6757779090313,2.49914143019363
adcy4-polr1d,adcy4,6.31417,0.0289318,2.82954679878007,polr1d,155.5091,123.402363,0.331232653601218,2.49831414517885
sat2-maoa,sat2,7.240198,1.700837,1.60927243026161,maoa,72.0877,3.24255,4.10662506638774,2.49735263612613
inpp5e-plcd3,inpp5e,13.801202,10.770364,0.330555404735381,plcd3,15.685744,1.350477,2.82759054764353,2.49703514290815
ftcd-mthfs,ftcd,0.101457,0.209966,-0.135553333913917,mthfs,9.935163,66.811635,-2.63255810423559,2.49700477032167
mthfs-ftcd,mthfs,9.935163,66.811635,-2.63255810423559,ftcd,0.101457,0.209966,-0.135553333913917,2.49700477032167
pten-plce1,pten,34.240489,17.103897,0.960933661658927,plce1,10.13326093,0.0132735,3.45778067958051,2.49684701792158
hkdc1-pfkp,hkdc1,0.0807618,0,0.112048587988198,pfkp,24.511924,132.182756,-2.38416368976382,2.49621227775202
pla2g4b-pla2g15,pla2g4b,2.90156296,0.386406,1.49270237790835,pla2g15,30.07533,61.26427,-1.00263480643606,2.49533718434441
galnt12-galnt4,galnt12,0.798209,9.336564,-2.5231240804315,galnt4,8.904,9.10003,-0.0282763585386854,2.49484772189281
plcd4-synj1,plcd4,0.931819187,0.39615,0.468506117581553,synj1,14.34422905,61.487805,-2.02587850228418,2.49438461986574
mthfd2l-aldh1l2,mthfd2l,13.666226,6.872342,0.897632873459018,aldh1l2,19.335104,0.9371106,3.39199413662879,2.49436126316977
adcy4-polr3k,adcy4,6.31417,0.0289318,2.82954679878007,polr3k,27.90427,21.91162,0.335203166283517,2.49434363249655
pfkp-tktl1,pfkp,24.511924,132.182756,-2.38416368976382,tktl1,0.0779543,0,0.108296016160058,2.49245970592388
pde4d-nt5c,pde4d,15.723309,0.7867857,3.22642181944367,nt5c,128.83258,77.03822,0.734399680058119,2.49202213938555
cyp2c29-ephx2,cyp2c29,0.056186709,0.0572804,-0.00149315096136814,ephx2,4.8955,0.0496678,2.48968135956705,2.49117451052842
guk1-nt5e,guk1,84.92907,34.802822,1.26307297489254,nt5e,3.23059,8.9083707,-1.22778896858999,2.49086194348252
ampd3-entpd5,ampd3,9.899421,50.283457,-2.23424201874056,entpd5,13.752665,11.35024077,0.25643642647083,2.4906784452114
cyp1a1-gstm2,cyp1a1,0.513104,0,0.597511151551863,gstm2,42.12821,4.0719,3.08803363346676,2.4905224819149
adcy8-pde1a,adcy8,0.148643,0,0.199930475826283,pde1a,5.454253192,0,2.69025017399436,2.49031969816808
cyp2b10-ephx2,cyp2b10,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
cyp2b13-ephx2,cyp2b13,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
cyp2b23-ephx2,cyp2b23,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
cyp2b9-ephx2,cyp2b9,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
cyp2c37-ephx2,cyp2c37,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
cyp2c38-ephx2,cyp2c38,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
cyp2c39-ephx2,cyp2c39,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
cyp2c54-ephx2,cyp2c54,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
cyp2c65-ephx2,cyp2c65,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
cyp2c66-ephx2,cyp2c66,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
cyp2c70-ephx2,cyp2c70,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
cyp4a32-ephx2,cyp4a32,0,0,0,ephx2,4.8955,0.0496678,2.48968135956705,2.48968135956705
sgms2-smpd4,sgms2,22.16185,3.34963,2.41278590104596,smpd4,24.6617205,26.06531458,-0.0768272568677881,2.48961315791375
smpd4-sgms2,smpd4,24.6617205,26.06531458,-0.0768272568677881,sgms2,22.16185,3.34963,2.41278590104596,2.48961315791375
cyp2j6-ptgs2,cyp2j6,7.97591,0.842289,2.28455881549824,ptgs2,42.4888,0.589407,4.77408339209244,2.48952457659419
gys1-gbe1,gys1,34.6854881,14.46086286,1.20671666823891,gbe1,5.014501,13.63022947,-1.28243544519383,2.48915211343275
akr1c18-srd5a3,akr1c18,3.77829,0,2.25649441529813,srd5a3,37.70809,44.460469,-0.231977446530947,2.48847186182908
srd5a3-akr1c18,srd5a3,37.70809,44.460469,-0.231977446530947,akr1c18,3.77829,0,2.25649441529813,2.48847186182908
alox12-cyp4a12b,alox12,0.2305045,0.0658089,0.207301148358852,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.48830320952109
cyp2j6-cyp3a11,cyp2j6,7.97591,0.842289,2.28455881549824,cyp3a11,0.165042,0.341664,-0.203641449769447,2.48820026526769
adh7-gsto2,adh7,7.821317,0,3.14099406253189,gsto2,1.42778,0.543863,0.653092957941813,2.48790110459008
nt5c-pnp2,nt5c,128.83258,77.03822,0.734399680058119,pnp2,0.0891249,2.67187,-1.75334557135062,2.48774525140874
nmnat2-nt5c,nmnat2,8.33107,0,3.22204252536243,nt5c,128.83258,77.03822,0.734399680058119,2.48764284530431
gucy1a2-polr2f,gucy1a2,7.3487051,0.213061,2.78290035053749,polr2f,168.08,136.759,0.295559442196937,2.48734090834056
nme3-polr2l,nme3,9.00305,28.806209,-1.57517293822072,polr2l,61.9088,32.468,0.910479502474467,2.48565244069519
st3gal2-st8sia5,st3gal2,70.728603,12.51616912,2.40786222550439,st8sia5,0,0.0553286,-0.0776922840288833,2.48555450953328
pla2g4e-cyp4a12b,pla2g4e,0.157235,0,0.210681862637699,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.48492249524224
adcy3-polr2b,adcy3,19.39436,3.511477,2.17649849843064,polr2b,35.0915,43.6366,-0.306568035919001,2.48306653434964
aox3-cyp26b1,aox3,0.3590541,0,0.442602886751532,cyp26b1,6.5939,0,2.92484100100415,2.48223811425261
pla2g4c-pnpla7,pla2g4c,0.392526,0.3193844,0.0778393123882477,pnpla7,5.766099,34.808608,-2.40391024580137,2.48174955818961
dgkg-dgkh,dgkg,0,1.255886,-1.17369416375168,dgkh,4.27564,1.13166,1.30736877465227,2.48106293840395
cd38-nnmt,cd38,2.45804,0.2537975,1.4636501988471,nnmt,17.85628,0.224644,3.94461075811309,2.480960559266
cyp7a1-hsd3b7,cyp7a1,0.0225453,0.0233508,-0.00113602143870542,hsd3b7,14.00751146,82.815193,-2.48152701222814,2.48039099078943
nanp-cmas,nanp,1.41969,0,1.27482222761955,cmas,26.585399,62.553677,-1.20407074906893,2.47889297668848
adh5-dhrs3,adh5,117.83808,104.403014,0.173081080221333,dhrs3,73.860829,368.90852,-2.30488560036411,2.47796668058545
gba-cerk,gba,167.053221,293.50334,-0.8093658015437,cerk,10.20996,108.2752,-3.28511298324542,2.47574718170172
pla2g12b-cyp2j6,pla2g12b,0,0.141582,-0.191034492277869,cyp2j6,7.97591,0.842289,2.28455881549824,2.47559330777611
gapdhs-tpi1,gapdhs,4.632611,1.133688,1.40045460694746,tpi1,425.972094,896.687523,-1.07207156169938,2.47252616864684
gucy1a2-polr3g,gucy1a2,7.3487051,0.213061,2.78290035053749,polr3g,6.788054,5.279982,0.31050246330413,2.47239788723336
aldh1a7-cyp2c40,aldh1a7,3.19364,0.0977377,1.93366965027969,cyp2c40,0,0.450997,-0.537044536572406,2.4707141868521
gpat2-mboat2,gpat2,0.182735,0.227011,-0.0530213186087786,mboat2,4.418691,0.0141553,2.41766578744986,2.47068710605864
dgkq-cds1,dgkq,14.740842,10.399198,0.465580388758641,cds1,3.02513,15.15058,-2.00447869199799,2.47005908075663
sardh-shmt1,sardh,13.624241,0.326261,3.46292512857427,shmt1,17.23504365,8.158397052,0.993546635218413,2.46937849335585
pnp-tk1,pnp,88.3378,322.8434,-1.85795370902706,tk1,104.61146,68.129353,0.611396063147662,2.46934977217472
